ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
402,1.361918,0.253731,0.499581,0.333333,0.644201
403,1.359780,0.255583,0.499581,0.333333,0.646163
404,1.357651,0.257426,0.499581,0.333333,0.647584
405,1.355533,0.259259,0.499581,0.333333,0.648824
406,1.353426,0.261084,0.499581,0.333333,0.650030
407,1.351327,0.262899,0.499581,0.333333,0.651216
408,1.349240,0.264706,0.499581,0.333333,0.652387
409,1.347164,0.266504,0.499581,0.333333,0.653717
410,1.345097,0.268293,0.499581,0.333333,0.655822
411,1.343041,0.270073,0.499581,0.333333,0.658859
412,1.340994,0.271845,0.499581,0.333333,0.661443
413,1.338958,0.273608,0.499581,0.333333,0.662765
414,1.336931,0.275362,0.499581,0.333333,0.663985
415,1.334913,0.277108,0.499581,0.333333,0.665218
416,1.332906,0.278846,0.499581,0.333333,0.666654
417,1.330909,0.280576,0.499581,0.333333,0.667827
418,1.328921,0.282297,0.499581,0.333333,0.669038
419,1.326942,0.284010,0.499581,0.333333,0.670524
420,1.324972,0.285714,0.499581,0.333333,0.671701
421,1.323013,0.287411,0.499581,0.333333,0.672905
422,1.321062,0.289100,0.499581,0.333333,0.674653
423,1.319121,0.290780,0.499581,0.333333,0.675844
424,1.317188,0.292453,0.499580,0.333333,0.678026
425,1.315265,0.294118,0.499580,0.333333,0.679624
426,1.313351,0.295775,0.499580,0.333333,0.682724
427,1.311446,0.297424,0.499580,0.333333,0.684608
428,1.309550,0.299065,0.499580,0.333333,0.685994
429,1.307662,0.300699,0.499580,0.333333,0.687363
430,1.305784,0.302326,0.499580,0.333333,0.688547
431,1.303914,0.303944,0.499580,0.333333,0.689756
432,1.302053,0.305556,0.499580,0.333333,0.690957
433,1.300201,0.307159,0.499580,0.333333,0.692194
434,1.298356,0.308756,0.499580,0.333333,0.693833
435,1.296521,0.310345,0.499580,0.333333,0.695398
436,1.294694,0.311927,0.499580,0.333333,0.696588
437,1.292875,0.313501,0.499580,0.333333,0.697836
438,1.291065,0.315068,0.499580,0.333333,0.699032
439,1.289262,0.316629,0.499580,0.333333,0.700262
440,1.287468,0.318182,0.499580,0.333333,0.701463
441,1.285683,0.319728,0.499580,0.333333,0.703166
442,1.283905,0.321267,0.499580,0.333333,0.704354
443,1.282135,0.322799,0.499580,0.333333,0.705568
444,1.280373,0.324324,0.499580,0.333333,0.707090
445,1.278619,0.325843,0.499580,0.333333,0.709134
446,1.276873,0.327354,0.499580,0.333333,0.710786
447,1.275135,0.328859,0.499580,0.333333,0.712081
448,1.273404,0.330357,0.499580,0.333333,0.713358
449,1.271681,0.331849,0.499580,0.333333,0.714828
450,1.269966,0.333333,0.499580,0.333333,0.715995
451,1.268258,0.332594,0.499579,0.333333,0.717236
452,1.266555,0.331858,0.499579,0.333333,0.718601
453,1.264860,0.331126,0.499579,0.333333,0.722047
454,1.263172,0.330396,0.499578,0.333333,0.724529
455,1.261494,0.329670,0.499578,0.333333,0.725835
456,1.259823,0.328947,0.499578,0.333333,0.727139
457,1.258159,0.328228,0.499578,0.333333,0.728432
458,1.256502,0.327511,0.499577,0.333333,0.729653
459,1.254849,0.326797,0.499577,0.333333,0.731029
460,1.253206,0.326087,0.499577,0.333333,0.732290
461,1.251571,0.325380,0.499576,0.333333,0.733735
462,1.249943,0.324675,0.499576,0.333333,0.735585
463,1.248320,0.323974,0.499576,0.333333,0.736974
464,1.246702,0.323276,0.499575,0.333333,0.738367
465,1.245096,0.322581,0.499575,0.333333,0.740736
466,1.243497,0.321888,0.499575,0.333333,0.742094
467,1.241904,0.321199,0.499575,0.333333,0.746498
468,1.240317,0.320513,0.499575,0.333333,0.747878
469,1.238738,0.319829,0.499575,0.333333,0.749171
470,1.237165,0.319149,0.499574,0.333333,0.750452
471,1.235599,0.318471,0.499574,0.333333,0.752071
472,1.234040,0.317797,0.499574,0.333333,0.753281
473,1.232486,0.317125,0.499574,0.333333,0.754462
474,1.230939,0.316456,0.499574,0.333333,0.755642
475,1.229399,0.315789,0.499573,0.333333,0.756829
476,1.227864,0.315126,0.499573,0.333333,0.758899
477,1.226337,0.314465,0.499573,0.333333,0.760148
478,1.224816,0.313808,0.499573,0.333333,0.761386
479,1.223302,0.313152,0.499573,0.333333,0.762832
480,1.221793,0.312500,0.499572,0.333333,0.764013
481,1.220290,0.311850,0.499572,0.333333,0.765207
482,1.218794,0.311203,0.499572,0.333333,0.766661
483,1.217305,0.310559,0.499572,0.333333,0.767929
484,1.215823,0.309917,0.499572,0.333333,0.769129
485,1.214345,0.309278,0.499571,0.333333,0.771875
486,1.212873,0.308642,0.499571,0.333333,0.773163
487,1.211408,0.308008,0.499571,0.333333,0.774581
488,1.209947,0.307377,0.499570,0.333333,0.775799
489,1.208492,0.306748,0.499570,0.333333,0.776945
490,1.207044,0.306122,0.499570,0.333333,0.778147
