ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
321,0.999944,0.311526,0.999947,0.333333,0.135819
322,0.999944,0.310559,0.999947,0.333333,0.136140
323,0.999943,0.309598,0.999947,0.333333,0.136460
324,0.999943,0.308642,0.999947,0.333333,0.136814
325,0.999943,0.307692,0.999947,0.333333,0.137133
326,0.999943,0.306748,0.999947,0.333333,0.137676
327,0.999943,0.305810,0.999947,0.333333,0.138001
328,0.999943,0.304878,0.999947,0.333333,0.138330
329,0.999943,0.303951,0.999947,0.333333,0.138650
330,0.999943,0.303030,0.999947,0.333333,0.138969
331,0.999942,0.302115,0.999947,0.333333,0.139294
332,0.999942,0.301205,0.999947,0.333333,0.139611
333,0.999942,0.300300,0.999947,0.333333,0.139928
334,0.999942,0.299401,0.999947,0.333333,0.140250
335,0.999942,0.298507,0.999947,0.333333,0.140573
336,0.999942,0.297619,0.999947,0.333333,0.140893
337,0.999942,0.296736,0.999947,0.333333,0.141211
338,0.999941,0.295858,0.999947,0.333333,0.141553
339,0.999941,0.294985,0.999947,0.333333,0.141877
340,0.999941,0.294118,0.999947,0.333333,0.142196
341,0.999940,0.293255,0.999947,0.333333,0.143088
342,0.999938,0.292398,0.999947,0.333333,0.143460
343,0.999938,0.291545,0.999947,0.333333,0.143774
344,0.999938,0.290698,0.999947,0.333333,0.144101
345,0.999938,0.289855,0.999947,0.333333,0.144421
346,0.999938,0.289017,0.999947,0.333333,0.144737
347,0.999938,0.288184,0.999947,0.333333,0.145054
348,0.999937,0.287356,0.999947,0.333333,0.145359
349,0.999937,0.286533,0.999947,0.333333,0.146024
350,0.999937,0.285714,0.999947,0.333333,0.146447
351,0.999937,0.284900,0.999947,0.333333,0.146827
352,0.999937,0.284091,0.999947,0.333333,0.147223
353,0.999938,0.283286,0.999947,0.333333,0.147607
354,0.999938,0.282486,0.999947,0.333333,0.148002
355,0.999938,0.281690,0.999947,0.333333,0.148368
356,0.999938,0.280899,0.999947,0.333333,0.148748
357,0.999938,0.280112,0.999947,0.333333,0.150152
358,0.999938,0.279330,0.999947,0.333333,0.150521
359,0.999938,0.278552,0.999947,0.333333,0.150877
360,0.999938,0.277778,0.999947,0.333333,0.151257
361,0.999938,0.277008,0.999947,0.333333,0.151730
362,0.999938,0.276243,0.999947,0.333333,0.152116
363,0.999938,0.275482,0.999947,0.333333,0.152501
364,0.999938,0.274725,0.999947,0.333333,0.152889
365,0.999938,0.273973,0.999947,0.333333,0.153274
366,0.999938,0.273224,0.999947,0.333333,0.153882
367,0.999939,0.272480,0.999947,0.333333,0.154255
368,0.999939,0.271739,0.999947,0.333333,0.154637
369,0.999939,0.271003,0.999947,0.333333,0.155017
370,0.999939,0.270270,0.999947,0.333333,0.155393
371,0.999939,0.269542,0.999947,0.333333,0.155776
372,0.999939,0.268817,0.999947,0.333333,0.156158
373,0.999939,0.268097,0.999947,0.333333,0.156536
374,0.999939,0.267380,0.999947,0.333333,0.156949
375,0.999940,0.266667,0.999947,0.333333,0.157326
376,0.999940,0.265957,0.999947,0.333333,0.157684
377,0.999940,0.265252,0.999947,0.333333,0.158005
378,0.999940,0.264550,0.999947,0.333333,0.158336
379,0.999940,0.263852,0.999947,0.333333,0.158659
380,0.999940,0.263158,0.999947,0.333333,0.160550
381,0.999940,0.262467,0.999947,0.333333,0.160900
382,0.999940,0.261780,0.999947,0.333333,0.161233
383,0.999940,0.261097,0.999947,0.333333,0.161775
384,0.999940,0.260417,0.999947,0.333333,0.162105
385,0.999941,0.259740,0.999947,0.333333,0.162418
386,0.999941,0.259067,0.999947,0.333333,0.162733
387,0.999941,0.258398,0.999947,0.333333,0.163046
388,0.999941,0.257732,0.999947,0.333333,0.163370
389,0.999941,0.257069,0.999947,0.333333,0.163689
390,0.999941,0.256410,0.999947,0.333333,0.164001
