ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
305,1.007805,0.291803,0.379086,0.293333,0.573536
306,1.005694,0.290850,0.379005,0.293333,0.574736
307,1.003576,0.289902,0.378929,0.293333,0.575988
308,1.001470,0.288961,0.378853,0.293333,0.577218
309,0.999381,0.288026,0.378783,0.293333,0.578687
310,0.997297,0.287097,0.378710,0.293333,0.581184
311,0.995234,0.286174,0.378630,0.293333,0.585867
312,0.993173,0.285256,0.378554,0.293333,0.588847
313,0.991124,0.284345,0.378482,0.293333,0.590133
314,0.989087,0.283439,0.378411,0.293333,0.591305
315,0.987086,0.282540,0.378328,0.293333,0.592498
316,0.985116,0.281646,0.378246,0.293333,0.594295
317,0.983126,0.280757,0.378165,0.293333,0.595502
318,0.981131,0.279874,0.378088,0.293333,0.596875
319,0.979156,0.278997,0.378008,0.293333,0.598045
320,0.977189,0.278125,0.377928,0.293333,0.602966
321,0.975222,0.277259,0.377852,0.293333,0.604331
322,0.973272,0.276398,0.377773,0.293333,0.606548
323,0.971328,0.275542,0.377695,0.293333,0.607781
324,0.969391,0.274691,0.377619,0.293333,0.609166
325,0.967464,0.273846,0.377543,0.293333,0.611671
326,0.965552,0.273006,0.377470,0.293333,0.613175
327,0.963645,0.272171,0.377393,0.293333,0.614423
328,0.961749,0.271341,0.377316,0.293333,0.615695
329,0.959861,0.270517,0.377239,0.293333,0.616952
330,0.957983,0.269697,0.377164,0.293333,0.618199
331,0.956116,0.268882,0.377089,0.293333,0.619660
332,0.954257,0.268072,0.377012,0.293333,0.623035
333,0.952425,0.267267,0.376931,0.293333,0.624720
334,0.950610,0.266467,0.376850,0.293333,0.627832
335,0.948781,0.265672,0.376775,0.293333,0.630714
336,0.946957,0.264881,0.376699,0.293333,0.632127
337,0.945144,0.264095,0.376621,0.293333,0.633562
338,0.943341,0.263314,0.376546,0.293333,0.634732
339,0.941550,0.262537,0.376471,0.293333,0.636032
340,0.939761,0.261765,0.376394,0.293333,0.640097
341,0.937981,0.260997,0.376315,0.293333,0.641575
342,0.936271,0.260234,0.376244,0.293333,0.644409
343,0.934508,0.259475,0.376168,0.293333,0.645972
344,0.932754,0.258721,0.376090,0.293333,0.647163
345,0.931015,0.257971,0.376011,0.293333,0.648948
346,0.929280,0.257225,0.375935,0.293333,0.650601
347,0.927557,0.256484,0.375855,0.293333,0.652030
348,0.925835,0.258621,0.375779,0.300000,0.655909
349,0.924126,0.257880,0.375699,0.300000,0.659728
350,0.922418,0.260000,0.375621,0.306667,0.661412
351,0.921102,0.259259,0.375555,0.306667,0.663131
352,0.919787,0.258523,0.375488,0.306667,0.664310
353,0.918474,0.257790,0.375422,0.306667,0.665616
354,0.917134,0.257062,0.375351,0.306667,0.667136
355,0.915818,0.256338,0.375282,0.306667,0.668328
356,0.914501,0.255618,0.375213,0.306667,0.669682
357,0.913212,0.254902,0.375145,0.306667,0.670870
358,0.911896,0.254190,0.375072,0.306667,0.672067
359,0.910602,0.253482,0.375002,0.306667,0.681491
360,0.909300,0.252778,0.374930,0.306667,0.682818
361,0.908008,0.252078,0.374857,0.306667,0.684437
362,0.906731,0.251381,0.374786,0.306667,0.685922
363,0.905451,0.250689,0.374711,0.306667,0.687153
364,0.904179,0.250000,0.374640,0.306667,0.688365
365,0.902914,0.249315,0.374566,0.306667,0.689950
366,0.901662,0.248634,0.374494,0.306667,0.691313
367,0.900405,0.247956,0.374422,0.306667,0.692523
368,0.899148,0.247283,0.374346,0.306667,0.693754
369,0.897894,0.246612,0.374269,0.306667,0.695441
370,0.896646,0.245946,0.374193,0.306667,0.698233
371,0.895416,0.245283,0.374121,0.306667,0.699642
372,0.894183,0.244624,0.374044,0.306667,0.701096
373,0.892946,0.243968,0.373967,0.306667,0.702830
374,0.891719,0.243316,0.373890,0.306667,0.705293
375,0.890501,0.242667,0.373813,0.306667,0.707444
376,0.889291,0.242021,0.373736,0.306667,0.708810
377,0.888081,0.241379,0.373658,0.306667,0.710002
378,0.886877,0.240741,0.373582,0.306667,0.711470
379,0.885673,0.240106,0.373504,0.306667,0.712864
380,0.884478,0.239474,0.373426,0.306667,0.714071
381,0.883287,0.238845,0.373347,0.306667,0.715291
382,0.882102,0.238220,0.373269,0.306667,0.716524
383,0.880919,0.237598,0.373190,0.306667,0.717727
384,0.879731,0.236979,0.373111,0.306667,0.718969
385,0.878554,0.236364,0.373034,0.306667,0.721042
386,0.877397,0.235751,0.372956,0.306667,0.723882
387,0.876237,0.235142,0.372877,0.306667,0.725753
388,0.875085,0.234536,0.372796,0.306667,0.727685
389,0.873929,0.233933,0.372716,0.306667,0.729027
390,0.872774,0.233333,0.372635,0.306667,0.730350
391,0.871621,0.232737,0.372554,0.306667,0.736647
392,0.870477,0.232143,0.372473,0.306667,0.738334
393,0.869338,0.231552,0.372392,0.306667,0.739589
394,0.868210,0.230964,0.372312,0.306667,0.742446
395,0.867075,0.230380,0.372230,0.306667,0.743668
396,0.865949,0.229798,0.372148,0.306667,0.747208
397,0.864825,0.229219,0.372066,0.306667,0.752927
398,0.863708,0.228643,0.371984,0.306667,0.754143
399,0.862596,0.228070,0.371902,0.306667,0.755324
400,0.861483,0.227500,0.371819,0.306667,0.756528
401,0.860196,0.226933,0.371766,0.306667,0.757994
402,0.858940,0.226368,0.371707,0.306667,0.759387
403,0.857665,0.225806,0.371651,0.306667,0.760828
404,0.856400,0.225248,0.371596,0.306667,0.762789
405,0.855132,0.224691,0.371543,0.306667,0.764010
406,0.853864,0.224138,0.371490,0.300000,0.765385
407,0.852632,0.223587,0.371436,0.300000,0.767340
408,0.851374,0.225490,0.371383,0.300000,0.769131
409,0.850139,0.224939,0.371327,0.293333,0.774473
410,0.848888,0.226829,0.371277,0.293333,0.775772
411,0.847635,0.228710,0.371227,0.293333,0.777327
412,0.846400,0.230583,0.371175,0.293333,0.778920
413,0.845158,0.232446,0.371124,0.293333,0.780174
414,0.843940,0.234300,0.371072,0.293333,0.781653
415,0.842713,0.236145,0.371020,0.293333,0.782851
416,0.841485,0.237981,0.370970,0.293333,0.784076
417,0.840259,0.239808,0.370919,0.293333,0.785724
418,0.839049,0.241627,0.370868,0.293333,0.787179
419,0.837840,0.243437,0.370815,0.293333,0.789145
420,0.836667,0.245238,0.370760,0.293333,0.793180
421,0.835460,0.247031,0.370709,0.293333,0.794425
422,0.834261,0.248815,0.370658,0.293333,0.795624
423,0.833060,0.250591,0.370606,0.293333,0.797074
424,0.831866,0.252358,0.370555,0.293333,0.799155
425,0.830676,0.254118,0.370503,0.293333,0.800398
426,0.829485,0.255869,0.370452,0.293333,0.801740
427,0.828301,0.257611,0.370401,0.293333,0.803118
428,0.827119,0.259346,0.370350,0.293333,0.804391
429,0.825945,0.261072,0.370298,0.293333,0.807936
430,0.824768,0.262791,0.370247,0.293333,0.809982
431,0.823597,0.264501,0.370195,0.293333,0.811548
432,0.822448,0.266204,0.370143,0.293333,0.813041
433,0.821290,0.267898,0.370091,0.293333,0.815517
434,0.820133,0.269585,0.370040,0.293333,0.816888
435,0.818989,0.271264,0.369987,0.293333,0.818544
436,0.817838,0.272936,0.369935,0.293333,0.819840
437,0.816702,0.274600,0.369883,0.293333,0.821252
438,0.815558,0.276256,0.369831,0.293333,0.824592
439,0.814417,0.277904,0.369779,0.293333,0.826243
440,0.813280,0.279545,0.369727,0.293333,0.827954
441,0.812150,0.281179,0.369675,0.293333,0.830149
442,0.811020,0.282805,0.369623,0.293333,0.831371
443,0.809902,0.284424,0.369571,0.293333,0.832972
444,0.808784,0.286036,0.369518,0.293333,0.834194
445,0.807672,0.287640,0.369466,0.293333,0.835769
446,0.806556,0.289238,0.369414,0.293333,0.839336
447,0.805456,0.290828,0.369361,0.293333,0.843964
448,0.804347,0.292411,0.369309,0.293333,0.845703
449,0.803250,0.293987,0.369256,0.293333,0.847154
450,0.802150,0.295556,0.369204,0.293333,0.848371
451,0.801151,0.294900,0.369143,0.293333,0.849691
452,0.800154,0.294248,0.369088,0.293333,0.850884
453,0.799159,0.293598,0.369031,0.293333,0.852093
454,0.798168,0.292952,0.368975,0.293333,0.853623
455,0.797181,0.292308,0.368913,0.293333,0.854846
456,0.796205,0.291667,0.368849,0.293333,0.856101
457,0.795222,0.291028,0.368790,0.293333,0.857628
458,0.794241,0.290393,0.368730,0.293333,0.859136
459,0.793268,0.289760,0.368675,0.293333,0.863425
460,0.792293,0.289130,0.368618,0.293333,0.865935
461,0.791326,0.288503,0.368555,0.293333,0.867657
462,0.790356,0.287879,0.368496,0.293333,0.869266
463,0.789390,0.287257,0.368439,0.293333,0.870966
464,0.788429,0.286638,0.368383,0.293333,0.872217
465,0.787483,0.286022,0.368317,0.293333,0.873669
466,0.786554,0.285408,0.368251,0.293333,0.874865
467,0.785608,0.284797,0.368186,0.293333,0.877197
468,0.784655,0.284188,0.368125,0.293333,0.878517
469,0.783710,0.283582,0.368062,0.293333,0.880881
470,0.782767,0.282979,0.368000,0.293333,0.882365
471,0.781820,0.282378,0.367940,0.293333,0.884463
472,0.780880,0.281780,0.367878,0.293333,0.885995
473,0.779939,0.281184,0.367816,0.293333,0.887213
474,0.779000,0.280591,0.367757,0.293333,0.888411
475,0.778064,0.280000,0.367697,0.293333,0.889710
476,0.777134,0.279412,0.367639,0.293333,0.891647
477,0.776203,0.278826,0.367579,0.293333,0.893256
478,0.775275,0.278243,0.367518,0.293333,0.894512
479,0.774348,0.277662,0.367457,0.293333,0.896004
480,0.773425,0.277083,0.367398,0.293333,0.897556
481,0.772506,0.276507,0.367339,0.293333,0.900778
482,0.771587,0.275934,0.367278,0.293333,0.902321
483,0.770683,0.275362,0.367213,0.293333,0.905409
484,0.769785,0.274793,0.367148,0.293333,0.907410
485,0.768876,0.274227,0.367089,0.293333,0.908886
486,0.767967,0.273663,0.367029,0.293333,0.910216
487,0.767061,0.273101,0.366967,0.293333,0.912068
488,0.766158,0.272541,0.366907,0.293333,0.913399
489,0.765261,0.271984,0.366848,0.293333,0.920587
490,0.764361,0.271429,0.366787,0.293333,0.925276
491,0.763463,0.270876,0.366725,0.293333,0.926543
492,0.762610,0.270325,0.366665,0.293333,0.927739
493,0.761718,0.269777,0.366605,0.293333,0.933291
494,0.760827,0.269231,0.366543,0.293333,0.936870
495,0.759944,0.268687,0.366480,0.293333,0.938590
496,0.759060,0.270161,0.366420,0.300000,0.939869
497,0.758181,0.271630,0.366357,0.306667,0.941172
