ITERATION,TNE ( Total Network Error ),TNS ( Total Network Success ),MNE ( Mobile Network Error ),MNS ( Mobile Network Success ),Time Elapsed (s)
333,0.145913,0.039039,0.141493,0.000000,0.141125
334,0.145887,0.038922,0.141467,0.000000,0.141455
335,0.145945,0.038806,0.141522,0.000000,0.141811
336,0.145922,0.038690,0.141484,0.000000,0.142148
337,0.145860,0.041543,0.141423,0.250000,0.142804
338,0.145834,0.041420,0.141396,0.250000,0.143188
339,0.145892,0.041298,0.141452,0.250000,0.143525
340,0.145869,0.041176,0.141413,0.250000,0.143862
341,0.145807,0.043988,0.141352,0.250000,0.144201
342,0.145782,0.043860,0.141324,0.250000,0.144557
343,0.145839,0.043732,0.141382,0.250000,0.144908
344,0.145817,0.043605,0.141342,0.250000,0.145243
345,0.145755,0.046377,0.141280,0.250000,0.145577
346,0.145729,0.046243,0.141252,0.250000,0.145906
347,0.145787,0.046110,0.141310,0.250000,0.146242
348,0.145764,0.045977,0.141271,0.250000,0.146595
349,0.145702,0.048711,0.141208,0.250000,0.146999
350,0.145677,0.048571,0.141179,0.250000,0.147314
351,0.145735,0.048433,0.141239,0.250000,0.148044
352,0.145713,0.048295,0.141198,0.250000,0.148373
353,0.145651,0.050992,0.141135,0.250000,0.148691
354,0.145626,0.050847,0.141105,0.250000,0.149013
355,0.145684,0.050704,0.141166,0.250000,0.150663
356,0.145661,0.050562,0.141126,0.250000,0.151049
357,0.145599,0.053221,0.141061,0.250000,0.151369
358,0.145574,0.053073,0.141031,0.250000,0.151675
359,0.145633,0.052925,0.141093,0.250000,0.151986
360,0.145610,0.052778,0.141052,0.250000,0.152304
361,0.145548,0.055402,0.140987,0.250000,0.152621
362,0.145523,0.055249,0.140956,0.250000,0.152937
363,0.145582,0.055096,0.141019,0.250000,0.153245
364,0.145559,0.054945,0.140978,0.250000,0.153555
365,0.145497,0.057534,0.140912,0.250000,0.153866
366,0.145472,0.057377,0.140880,0.250000,0.154172
367,0.145531,0.057221,0.140945,0.250000,0.154540
368,0.145508,0.057065,0.140902,0.250000,0.154854
369,0.145447,0.059621,0.140836,0.250000,0.155169
370,0.145422,0.059459,0.140803,0.250000,0.155491
371,0.145481,0.059299,0.140869,0.250000,0.155808
372,0.145458,0.059140,0.140827,0.250000,0.156120
373,0.145397,0.061662,0.140759,0.250000,0.156474
374,0.145372,0.061497,0.140726,0.250000,0.156799
375,0.145431,0.061333,0.140793,0.250000,0.157136
376,0.145408,0.061170,0.140750,0.250000,0.157538
377,0.145347,0.063660,0.140681,0.250000,0.157865
378,0.145322,0.063492,0.140648,0.250000,0.158193
379,0.145381,0.063325,0.140716,0.250000,0.158715
380,0.145358,0.063158,0.140672,0.250000,0.159042
381,0.145297,0.065617,0.140603,0.250000,0.159365
382,0.145272,0.065445,0.140568,0.250000,0.159692
383,0.145332,0.065274,0.140638,0.250000,0.160013
384,0.145308,0.065104,0.140593,0.250000,0.160309
385,0.145247,0.067532,0.140523,0.250000,0.160604
386,0.145222,0.067358,0.140488,0.250000,0.160907
387,0.145282,0.067183,0.140558,0.250000,0.161206
388,0.145259,0.067010,0.140514,0.250000,0.161500
389,0.145198,0.069409,0.140443,0.250000,0.161808
390,0.145173,0.069231,0.140407,0.250000,0.162359
391,0.145233,0.069054,0.140478,0.250000,0.162717
392,0.145210,0.068878,0.140433,0.250000,0.163076
393,0.145148,0.071247,0.140361,0.250000,0.163424
394,0.145124,0.071066,0.140325,0.250000,0.163769
395,0.145184,0.070886,0.140397,0.250000,0.164119
396,0.145161,0.070707,0.140351,0.250000,0.164478
397,0.145099,0.073048,0.140279,0.250000,0.164827
398,0.145075,0.072864,0.140241,0.250000,0.166862
399,0.145135,0.072682,0.140315,0.250000,0.167731
400,0.145112,0.072500,0.140269,0.250000,0.168141
401,0.145051,0.074813,0.140195,0.250000,0.168440
402,0.145026,0.074627,0.140157,0.250000,0.168755
403,0.145087,0.074442,0.140232,0.250000,0.169065
404,0.145063,0.074257,0.140185,0.250000,0.169365
405,0.145002,0.076543,0.140110,0.250000,0.169664
406,0.144977,0.076355,0.140071,0.250000,0.170019
407,0.145038,0.076167,0.140147,0.250000,0.170368
408,0.145014,0.075980,0.140099,0.250000,0.170722
409,0.144953,0.078240,0.140024,0.250000,0.171023
410,0.144928,0.078049,0.139984,0.250000,0.171325
411,0.144990,0.077859,0.140061,0.250000,0.171628
412,0.144966,0.077670,0.140013,0.250000,0.172003
413,0.144904,0.079903,0.139936,0.250000,0.172302
414,0.144880,0.079710,0.139896,0.250000,0.172602
415,0.144941,0.079518,0.139974,0.250000,0.172896
416,0.144917,0.079327,0.139925,0.250000,0.173195
417,0.144856,0.081535,0.139848,0.250000,0.173511
418,0.144831,0.081340,0.139806,0.250000,0.173811
419,0.144893,0.081146,0.139886,0.250000,0.174110
420,0.144869,0.080952,0.139836,0.250000,0.174597
421,0.144807,0.083135,0.139758,0.250000,0.174917
422,0.144783,0.082938,0.139715,0.250000,0.175213
423,0.144845,0.082742,0.139796,0.250000,0.175511
424,0.144821,0.082547,0.139746,0.250000,0.175811
425,0.144759,0.084706,0.139666,0.250000,0.176155
426,0.144734,0.084507,0.139623,0.250000,0.176450
427,0.144797,0.084309,0.139705,0.250000,0.176915
428,0.144772,0.084112,0.139654,0.250000,0.177297
429,0.144711,0.086247,0.139573,0.250000,0.177598
430,0.144686,0.086047,0.139529,0.250000,0.177898
431,0.144749,0.085847,0.139613,0.250000,0.178193
432,0.144724,0.085648,0.139561,0.250000,0.178672
433,0.144662,0.087760,0.139479,0.250000,0.178972
434,0.144637,0.087558,0.139434,0.250000,0.179270
435,0.144701,0.087356,0.139518,0.250000,0.179573
436,0.144676,0.087156,0.139466,0.250000,0.179864
437,0.144614,0.089245,0.139383,0.250000,0.181313
438,0.144589,0.089041,0.139337,0.250000,0.181714
439,0.144652,0.088838,0.139423,0.250000,0.182173
440,0.144628,0.088636,0.139370,0.250000,0.182763
441,0.144566,0.090703,0.139285,0.250000,0.183111
442,0.144540,0.090498,0.139239,0.250000,0.183494
443,0.144604,0.090293,0.139326,0.250000,0.183831
444,0.144579,0.090090,0.139272,0.250000,0.184164
445,0.144517,0.092135,0.139186,0.250000,0.184501
446,0.144492,0.091928,0.139139,0.250000,0.185100
447,0.144556,0.091723,0.139227,0.250000,0.185446
448,0.144531,0.091518,0.139172,0.250000,0.185794
449,0.144469,0.093541,0.139085,0.250000,0.186179
450,0.144444,0.093333,0.139037,0.250000,0.186531
451,0.144508,0.093126,0.139126,0.250000,0.187048
452,0.144483,0.092920,0.139071,0.250000,0.190638
453,0.144421,0.094923,0.138983,0.250000,0.191110
454,0.144395,0.094714,0.138933,0.250000,0.191610
455,0.144460,0.094505,0.139024,0.250000,0.191971
456,0.144434,0.094298,0.138967,0.250000,0.192318
457,0.144372,0.096280,0.138878,0.250000,0.192654
458,0.144346,0.096070,0.138828,0.250000,0.193144
459,0.144412,0.095861,0.138920,0.250000,0.193485
460,0.144386,0.095652,0.138863,0.250000,0.193872
461,0.144323,0.097614,0.138772,0.250000,0.194204
462,0.144298,0.097403,0.138721,0.250000,0.194554
463,0.144363,0.097192,0.138814,0.250000,0.194889
464,0.144337,0.096983,0.138756,0.250000,0.195218
465,0.144275,0.098925,0.138664,0.250000,0.195549
466,0.144249,0.098712,0.138612,0.250000,0.195879
467,0.144315,0.098501,0.138706,0.250000,0.196317
468,0.144289,0.098291,0.138647,0.250000,0.197032
469,0.144226,0.100213,0.138554,0.250000,0.197417
470,0.144200,0.100000,0.138501,0.250000,0.197769
471,0.144266,0.099788,0.138596,0.250000,0.198099
472,0.144240,0.099576,0.138536,0.250000,0.198950
473,0.144177,0.101480,0.138442,0.250000,0.199287
474,0.144151,0.101266,0.138388,0.250000,0.199614
475,0.144217,0.101053,0.138484,0.250000,0.199948
476,0.144191,0.100840,0.138424,0.250000,0.200283
477,0.144128,0.102725,0.138328,0.250000,0.200691
478,0.144102,0.102510,0.138273,0.250000,0.201016
479,0.144169,0.102296,0.138371,0.250000,0.201326
480,0.144142,0.102083,0.138309,0.250000,0.201638
481,0.144079,0.103950,0.138212,0.250000,0.201969
482,0.144052,0.103734,0.138156,0.250000,0.202285
483,0.144120,0.103520,0.138255,0.250000,0.202614
484,0.144093,0.103306,0.138193,0.250000,0.202932
485,0.144029,0.105155,0.138094,0.250000,0.203244
